celebrity_name,ballroom_partner,season,placement,avg_judge_score,max_judge_score,weeks_survived,age,country,celeb_popularity,partner_popularity,is_us,region_group,age_squared,celeb_pop_log,partner_pop_log,avg_fan_vote_share,avg_cv
Metta World Peace (Ron),Peta Murgatroyd,13,12,14.0,14.0,1,31,United States,2.7384615384615385,2.7384615384615385,1,US,961,1.3186741734449114,1.3186741734449114,0.0645156177106246,0.0272504859764883
Hope Solo,Maksim Chmerkoskiy,13,4,23.055533333333333,26.0,9,30,United States,0.0,0.0,1,US,900,0.0,0.0,0.13935005941456943,0.018327710019721534
Chynna Phillips,Tony Dovolani,13,9,22.5,26.0,4,43,United States,1.8867924528301887,1.8867924528301887,1,US,1849,1.0601460078403135,1.0601460078403135,0.10483207639591464,0.017464931679006326
Kristin Cavallari,Mark Ballas,13,10,21.666666666666668,24.0,3,24,United States,10.66153846153846,10.66153846153846,1,US,576,2.4562961157467345,2.4562961157467345,0.08795996282149926,0.020528477276107068
Carson Kressley,Anna Trebunskaya,13,8,19.4,23.0,5,41,United States,1.8867924528301887,1.8867924528301887,1,US,1681,1.0601460078403135,1.0601460078403135,0.09562119095561944,0.01736766139769676
Chaz Bono,Lacey Schwimmer,13,7,18.833333333333332,21.0,6,42,United States,21.153846153846157,21.153846153846157,1,US,1764,3.0980111226744094,3.0980111226744094,0.10532714499314709,0.02285796826885385
Nancy Grace,Tristan MacManus,13,5,21.125,24.0,8,51,United States,18.953846153846158,18.953846153846158,1,US,2601,2.9934219144208067,2.9934219144208067,0.1189128417648796,0.019504004422089688
Rob Kardashian,Cheryl Burke,13,2,24.3833,32.4998,10,24,United States,5.490566037735849,5.490566037735849,1,US,576,1.8703497438212766,1.8703497438212766,0.155151482295816,0.019931895980799343
William Levy,Cheryl Burke,14,3,27.76666,36.0,10,31,Cuba,5.490566037735849,5.490566037735849,0,Other,961,1.8703497438212766,1.8703497438212766,0.15332415832381496,0.013295189424630049
Jack Wagner,Anna Trebunskaya,14,11,22.666666666666668,24.0,3,52,United States,1.8867924528301887,1.8867924528301887,1,US,2704,1.0601460078403135,1.0601460078403135,0.08404180164453805,0.014226924996399467
Sherri Sheperd,Valentin Chmerkovskiy,14,10,22.75,24.0,4,44,United States,0.0,0.0,1,US,1936,0.0,0.0,0.08785775720228052,0.016462466945963226
Jaleel White,Kym Johnson,14,7,25.928542857142855,36.9998,7,35,United States,6.723076923076923,6.723076923076923,1,US,1225,2.044212849796092,2.044212849796092,0.10735899103481612,0.016398372952489214
Roshon Fegan,Chelsie Hightower,14,6,25.999975,28.0,8,20,United States,12.194444444444445,12.194444444444445,1,US,400,2.5797958655785314,2.5797958655785314,0.11267712158520272,0.013495263284156513
Melissa Gilbert,Maksim Chmerkoskiy,14,5,23.25,30.0,8,47,United States,0.0,0.0,1,US,2209,0.0,0.0,0.10549299791046804,0.013959550078593187
Martina Navratilova,Tony Dovolani,14,12,18.5,20.0,2,55,Czechoslovakia,1.8867924528301887,1.8867924528301887,0,Other,3025,1.0601460078403135,1.0601460078403135,0.0722595425823514,0.02235092140635055
Donald Driver,Peta Murgatroyd,14,1,27.11665,33.9999,10,37,United States,2.7384615384615385,2.7384615384615385,1,US,1369,1.3186741734449114,1.3186741734449114,0.14892116867129115,0.01408919090416135
Gavin DeGraw,Karina Smirnoff,14,9,21.4,24.0,5,35,United States,4.907692307692308,4.907692307692308,1,US,1225,1.7762552826920899,1.7762552826920899,0.08501471811066844,0.014799100804422299
Gladys Knight,Tristan MacManus,14,8,22.0,24.0,6,67,United States,18.953846153846158,18.953846153846158,1,US,4489,2.9934219144208067,2.9934219144208067,0.09282006970581617,0.0175835697725456
Katherine Jenkins,Mark Ballas,14,2,28.54999,38.9999,10,31,Wales,10.66153846153846,10.66153846153846,0,Other,961,2.4562961157467345,2.4562961157467345,0.1598834981970394,0.01186044090664735
Maria Menounos,Derek Hough,14,4,26.72221111111111,29.999899999999997,9,33,United States,13.261538461538462,13.261538461538462,1,US,1089,2.657566295670218,2.657566295670218,0.12797425857486494,0.017119652786557412
Gilles Marini,Peta Murgatroyd,15,6,29.1284375,39.5,8,36,France,2.7384615384615385,2.7384615384615385,0,Other,1296,1.3186741734449114,1.3186741734449114,0.1166666940403546,0.011622063404096288
Sabrina Bryan,Louis van Amstel,15,8,28.125,35.5,6,28,United States,0.0,0.0,1,US,784,0.0,0.0,0.10282384601404997,0.013730372036538934
Kirstie Alley,Maksim Chmerkoskiy,15,7,25.1562375,30.0,8,61,United States,0.0,0.0,1,US,3721,0.0,0.0,0.10538805060229392,0.026034423919234925
Kelly Monaco,Valentin Chmerkovskiy,15,3,28.13052,37.5,10,36,United States,0.0,0.0,1,US,1296,0.0,0.0,0.1437756291385074,0.01650815969098204
Apolo Anton Ohno,Karina Smirnoff,15,5,28.404299999999996,34.5,9,30,United States,4.907692307692308,4.907692307692308,1,US,900,1.7762552826920899,1.7762552826920899,0.1209131730287721,0.013733756888275933
Emmitt Smith,Cheryl Burke,15,4,28.117255555555555,36.0,9,43,United States,5.490566037735849,5.490566037735849,1,US,1849,1.8703497438212766,1.8703497438212766,0.12534292075988157,0.011358965984763846
Shawn Johnson,Derek Hough,15,2,29.35274,39.5,10,20,United States,13.261538461538462,13.261538461538462,1,US,400,2.657566295670218,2.657566295670218,0.14626729828527693,0.01787689160706401
Pamela Anderson,Tristan MacManus,15,13,17.0,17.0,1,45,Canada,18.953846153846158,18.953846153846158,0,English_Speaking,2025,2.9934219144208067,2.9934219144208067,0.0614835339191353,0.0368079924094018
Helio Castroneves,Chelsie Hightower,15,10,23.333333333333332,25.5,3,37,Brazil,12.194444444444445,12.194444444444445,0,Other,1369,2.5797958655785314,2.5797958655785314,0.08084125385936773,0.02428176814713477
Joey Fatone,Kym Johnson,15,12,21.5,22.5,2,35,United States,6.723076923076923,6.723076923076923,1,US,1225,2.044212849796092,2.044212849796092,0.07091411967127689,0.0172668066246791
Drew Lachey,Anna Trebunskaya,15,11,22.666666666666668,24.0,3,36,United States,1.8867924528301887,1.8867924528301887,1,US,1296,1.0601460078403135,1.0601460078403135,0.08243869398642437,0.021676372436006997
Bristol Palin,Mark Ballas,15,9,23.0,32.0,4,21,United States,10.66153846153846,10.66153846153846,1,US,441,2.4562961157467345,2.4562961157467345,0.087041366375183,0.0320376445438
Melissa Rycroft,Tony Dovolani,15,1,29.33607,38.9999,10,29,United States,1.8867924528301887,1.8867924528301887,1,US,841,1.0601460078403135,1.0601460078403135,0.1448567766138985,0.019973643635576622
Ingo Rademacher,Kym Johnson,16,5,22.5,25.5,9,41,Germany,6.723076923076923,6.723076923076923,0,Other,1681,2.044212849796092,2.044212849796092,0.1172462004961604,0.013775772108434257
Zendaya,Valentin Chmerkovskiy,16,2,27.299979999999998,30.0,10,16,United States,0.0,0.0,1,US,256,0.0,0.0,0.152717990619024,0.012595948867313739
Dorothy Hamill,Tristan MacManus,16,12,18.0,21.0,2,56,United States,18.953846153846158,18.953846153846158,1,US,3136,2.9934219144208067,2.9934219144208067,0.08666511561320744,0.019837230668064
Victor Ortiz,Lindsay Arnold,16,8,19.666666666666668,23.0,6,26,United States,7.784615384615384,7.784615384615384,1,US,676,2.173001939760373,2.173001939760373,0.09037802049450074,0.020000913427319866
Alexandra Raisman,Mark Ballas,16,4,26.45,32.0,10,18,United States,10.66153846153846,10.66153846153846,1,US,324,2.4562961157467345,2.4562961157467345,0.14466565355722713,0.01173755741208189
Jacoby Jones,Karina Smirnoff,16,3,25.19997,29.5,10,28,United States,4.907692307692308,4.907692307692308,1,US,784,1.7762552826920899,1.7762552826920899,0.13951025838628037,0.0108156202180316
D. L. Hughley,Cheryl Burke,16,9,16.6,21.0,5,50,United States,5.490566037735849,5.490566037735849,1,US,2500,1.8703497438212766,1.8703497438212766,0.06911440450087826,0.02524679008786044
Andy Dick,Sharna Burgess,16,7,18.928571428571427,21.5,7,47,United States,0.0,0.0,1,US,2209,0.0,0.0,0.09056635383237019,0.013555291554665587
Wynonna Judd,Tony Dovolani,16,11,17.0,18.0,3,48,United States,1.8867924528301887,1.8867924528301887,1,US,2304,1.0601460078403135,1.0601460078403135,0.07608916561798718,0.019433438427377634
Kellie Pickler,Derek Hough,16,1,26.75,30.0,10,26,United States,13.261538461538462,13.261538461538462,1,US,676,2.657566295670218,2.657566295670218,0.14701000110508838,0.00938015088218257
Lisa Vanderpump,Gleb Savchenko,16,10,18.75,21.0,4,52,England,9.723076923076922,9.723076923076922,0,English_Speaking,2704,2.372398140864887,2.372398140864887,0.08241242576125825,0.015673976300898625
Sean Lowe,Peta Murgatroyd,16,6,21.5,24.0,8,29,United States,2.7384615384615385,2.7384615384615385,1,US,841,1.3186741734449114,1.3186741734449114,0.10658663817936972,0.011421812744204313
Valerie Harper,Tristan MacManus,17,10,18.5,21.0,4,74,United States,18.953846153846158,18.953846153846158,1,US,5476,2.9934219144208067,2.9934219144208067,0.0792930549220129,0.017675018982503427
Brant Daugherty,Peta Murgatroyd,17,7,25.8125,31.0,8,28,United States,2.7384615384615385,2.7384615384615385,1,US,784,1.3186741734449114,1.3186741734449114,0.10722666684473328,0.011281664336560712
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,17,6,26.555533333333333,31.9998,9,39,United States,0.0,0.0,1,US,1521,0.0,0.0,0.11668628212162109,0.012898030704604756
Leah Remini,Tony Dovolani,17,5,25.699990000000003,32.5,10,43,United States,1.8867924528301887,1.8867924528301887,1,US,1849,1.0601460078403135,1.0601460078403135,0.12192260127673057,0.014112347493881742
Corbin Bleu,Karina Smirnoff,17,2,28.515118181818185,37.5,11,24,United States,4.907692307692308,4.907692307692308,1,US,576,1.7762552826920899,1.7762552826920899,0.14226725505855448,0.009502443433558246
Amber Riley,Derek Hough,17,1,28.53028181818182,39.5,11,27,United States,13.261538461538462,13.261538461538462,1,US,729,2.657566295670218,2.657566295670218,0.14390694469137172,0.0128589223277199
Keyshawn Johnson,Sharna Burgess,17,12,17.5,18.0,2,41,United States,0.0,0.0,1,US,1681,0.0,0.0,0.06341082758302505,0.02414425760086605
Bill Engvall,Emma Slater,17,4,23.409072727272726,30.0,11,56,United States,0.0,0.0,1,US,3136,0.0,0.0,0.13021734722333986,0.018249862293689443
Christina Milian,Mark Ballas,17,9,25.0,28.0,5,31,United States,10.66153846153846,10.66153846153846,1,US,961,2.4562961157467345,2.4562961157467345,0.09309284143035308,0.02074587585427214
"Nicole ""Snooki"" Polizzi",Sasha Farber,17,8,25.142857142857142,30.0,7,25,Chile,5.486111111111111,5.486111111111111,0,Other,625,1.869663138652842,1.869663138652842,0.10250151944050857,0.013945534688464472
Jack Osbourne,Cheryl Burke,17,3,26.909063636363634,35.5,11,27,England,5.490566037735849,5.490566037735849,0,English_Speaking,729,1.8703497438212766,1.8703497438212766,0.13456331243122135,0.010692867089172619
Bill Nye,Tyne Stecklein,17,11,15.666666666666666,17.0,3,57,United States,6.722222222222222,6.722222222222222,1,US,3249,2.044102175234527,2.044102175234527,0.061770647280482295,0.0248858801203219
Billy Dee Williams,Emma Slater,18,10,15.0,15.0,2,76,United States,0.0,0.0,1,US,5776,0.0,0.0,0.07097445189619796,0.02183746053858665
Danica McKellar,Valentin Chmerkovskiy,18,6,33.125,39.0,8,39,United States,0.0,0.0,1,US,1521,0.0,0.0,0.12015863843662312,0.010466912924096475
James Maslow,Peta Murgatroyd,18,4,33.0,40.0,10,23,United States,2.7384615384615385,2.7384615384615385,1,US,529,1.3186741734449114,1.3186741734449114,0.13736306250685085,0.014525172755594682
Candace Cameron Bure,Mark Ballas,18,3,30.799979999999998,37.0,10,37,United States,10.66153846153846,10.66153846153846,1,US,1369,2.4562961157467345,2.4562961157467345,0.13937843959264665,0.00956772597782383
Sean Avery,Karina Smirnoff,18,11,20.5,21.0,2,33,Canada,4.907692307692308,4.907692307692308,0,English_Speaking,1089,1.7762552826920899,1.7762552826920899,0.0682213546618093,0.02305375300602045
Diana Nyad,Henry Byalikov,18,12,18.0,18.0,1,64,United States,3.3846153846153846,3.3846153846153846,1,US,4096,1.4781019103730135,1.4781019103730135,0.0687022900763358,0.0289412880281884
Charlie White,Sharna Burgess,18,5,34.166666666666664,40.0,9,26,United States,0.0,0.0,1,US,676,0.0,0.0,0.13384543164790463,0.010294264988538578
Amy Purdy,Derek Hough,18,2,33.91666,40.0,10,34,United States,13.261538461538462,13.261538461538462,1,US,1156,2.657566295670218,2.657566295670218,0.144226358612558,0.0076539849227994505
Meryl Davis,Maksim Chmerkoskiy,18,1,34.8,40.0,10,27,United States,0.0,0.0,1,US,729,0.0,0.0,0.1474702180213941,0.00789186222028481
Drew Carey,Cheryl Burke,18,8,27.5,33.0,6,55,United States,5.490566037735849,5.490566037735849,1,US,3025,1.8703497438212766,1.8703497438212766,0.09962182284365,0.012943238013850349
Cody Simpson,Witney Carson,18,9,28.8,35.0,5,17,Australia,6.676923076923077,6.676923076923077,0,English_Speaking,289,2.0382188258558815,2.0382188258558815,0.09626584116639562,0.01147060246787016
NeNe Leakes,Tony Dovolani,18,7,29.571428571428573,36.0,7,46,United States,1.8867924528301887,1.8867924528301887,1,US,2116,1.0601460078403135,1.0601460078403135,0.10336959632216362,0.011855215124237857
Antonio Sabato Jr.,Cheryl Burke,19,8,28.5,31.0,7,42,Italy,5.490566037735849,5.490566037735849,0,Other,1764,1.8703497438212766,1.8703497438212766,0.08928928902861959,0.013833988110880671
Jonathan Bennett,Allison Holker,19,9,28.666666666666668,32.0,6,33,United States,16.916666666666668,16.916666666666668,1,US,1089,2.8857313783396625,2.8857313783396625,0.08966397820471785,0.011110893905369401
Lea Thompson,Artem Chigvintsev,19,6,33.888888888888886,39.0,9,53,United States,12.541666666666666,12.541666666666666,1,US,2809,2.605771351981792,2.605771351981792,0.11485854323461069,0.009952493356241522
Janel Parrish,Valentin Chmerkovskiy,19,3,36.1818,43.0,11,25,United States,0.0,0.0,1,US,625,0.0,0.0,0.13955547255133574,0.013533021462667754
Alfonso Ribeiro,Witney Carson,19,1,36.72727272727273,41.0,11,42,United States,6.676923076923077,6.676923076923077,1,US,1764,2.0382188258558815,2.0382188258558815,0.14537664985724832,0.007075715793108763
Lolo Jones,Keo Motsepe,19,13,22.0,22.0,1,32,United States,2.805555555555556,2.805555555555556,1,US,1024,1.336461987372015,1.336461987372015,0.0537634583582285,0.0211297889191727
Randy Couture,Karina Smirnoff,19,11,28.333333333333332,31.0,3,51,United States,4.907692307692308,4.907692307692308,1,US,2601,1.7762552826920899,1.7762552826920899,0.08429154621555973,0.011974099088040965
Tommy Chong,Peta Murgatroyd,19,5,28.65,34.0,10,76,Canada,2.7384615384615385,2.7384615384615385,0,English_Speaking,5776,1.3186741734449114,1.3186741734449114,0.111553222136656,0.01170339076465582
Betsey Johnson,Tony Dovolani,19,10,26.5,29.0,4,72,United States,1.8867924528301887,1.8867924528301887,1,US,5184,1.0601460078403135,1.0601460078403135,0.07083564990581756,0.016274886086690175
Michael Waltrip,Emma Slater,19,7,25.625,30.0,8,51,United States,0.0,0.0,1,US,2601,0.0,0.0,0.09252323932774828,0.016292980215084463
Tavis Smiley,Sharna Burgess,19,12,28.5,29.0,2,50,United States,0.0,0.0,1,US,2500,0.0,0.0,0.07340424820774875,0.01059631275366605
Bethany Mota,Derek Hough,19,4,36.04545454545455,40.0,11,18,United States,13.261538461538462,13.261538461538462,1,US,324,2.657566295670218,2.657566295670218,0.14090971408213268,0.007960861437146992
Sadie Robertson,Mark Ballas,19,2,35.16665454545455,39.333200000000005,11,17,United States,10.66153846153846,10.66153846153846,1,US,289,2.4562961157467345,2.4562961157467345,0.1387724261845228,0.008657398902630035
Suzanne Somers,Tony Dovolani,20,9,26.8,28.0,5,68,United States,1.8867924528301887,1.8867924528301887,1,US,4624,1.0601460078403135,1.0601460078403135,0.08531122616322409,0.0116960583597509
Willow Shields,Mark Ballas,20,7,33.92857142857143,39.0,7,14,United States,10.66153846153846,10.66153846153846,1,US,196,2.4562961157467345,2.4562961157467345,0.10346534842576179,0.017386311207030516
Riker Lynch,Allison Holker,20,2,36.3,40.0,10,23,United States,16.916666666666668,16.916666666666668,1,US,529,2.8857313783396625,2.8857313783396625,0.15868422433012133,0.006883158407251749
Rumer Willis,Valentin Chmerkovskiy,20,1,36.25,40.0,10,26,United States,0.0,0.0,1,US,676,0.0,0.0,0.1591644877337899,0.00977944891397621
Nastia Liukin,Derek Hough,20,4,36.388888888888886,41.0,9,25,Russia,13.261538461538462,13.261538461538462,0,Other,625,2.657566295670218,2.657566295670218,0.13774129942783625,0.00858656179639341
Michael Sam,Peta Murgatroyd,20,10,27.0,30.0,4,25,United States,2.7384615384615385,2.7384615384615385,1,US,625,1.3186741734449114,1.3186741734449114,0.08312925776388866,0.0105021204907923
Robert Herjavec,Kym Johnson,20,6,29.8125,34.0,8,52,Croatia,6.723076923076923,6.723076923076923,0,Other,2704,2.044212849796092,2.044212849796092,0.11237592671625135,0.013769806904784524
Charlotte McKinney,Keo Motsepe,20,11,23.333333333333332,26.0,3,21,United States,2.805555555555556,2.805555555555556,1,US,441,1.336461987372015,1.336461987372015,0.07295888615812686,0.018123673504099366
Noah Galloway,Sharna Burgess,20,3,32.05,38.0,10,33,United States,0.0,0.0,1,US,1089,0.0,0.0,0.1440935078563263,0.00848430537946672
Redfoo,Emma Slater,20,12,26.5,31.0,2,39,United States,0.0,0.0,1,US,1521,0.0,0.0,0.06433296550902551,0.013738252983137
Patti LaBelle,Artem Chigvintsev,20,8,27.666666666666668,34.0,6,70,United States,12.541666666666666,12.541666666666666,1,US,4900,2.605771351981792,2.605771351981792,0.08905295594048013,0.014822698273772333
Chris Soules,Witney Carson,20,5,28.375,35.0,8,33,United States,6.676923076923077,6.676923076923077,1,US,1089,2.0382188258558815,2.0382188258558815,0.10958847077872051,0.014315316112176575
Gary Busey,Anna Trebunskaya,21,10,18.125,25.0,4,71,United States,1.8867924528301887,1.8867924528301887,1,US,5041,1.0601460078403135,1.0601460078403135,0.06951078034746465,0.024837534591293002
Alexa PenaVega,Mark Ballas,21,6,28.499977777777776,40.0,9,27,United States,10.66153846153846,10.66153846153846,1,US,729,2.4562961157467345,2.4562961157467345,0.11276516670141769,0.010778214170187268
Carlos PenaVega,Witney Carson,21,4,29.454527272727272,39.0,11,26,United States,6.676923076923077,6.676923076923077,1,US,676,2.0382188258558815,2.0382188258558815,0.14232162277493277,0.009160388198182108
Victor Espinoza,Karina Smirnoff,21,12,16.75,18.5,2,43,Mexico,4.907692307692308,4.907692307692308,0,Other,1849,1.7762552826920899,1.7762552826920899,0.0584222118208303,0.0372830444473123
Alek Skarlatos,Lindsay Arnold,21,3,26.727263636363638,33.0,11,22,United States,7.784615384615384,7.784615384615384,1,US,484,2.173001939760373,2.173001939760373,0.1376942448676955,0.011557520668708791
Chaka Khan,Keo Motsepe,21,13,14.0,15.0,2,62,United States,2.805555555555556,2.805555555555556,1,US,3844,1.336461987372015,1.336461987372015,0.0525754745709862,0.0612646720856279
Andy Grammer,Allison Holker,21,7,27.874975,40.0,8,31,United States,16.916666666666668,16.916666666666668,1,US,961,2.8857313783396625,2.8857313783396625,0.10660066136017163,0.010663171336349638
Tamar Braxton,Valentin Chmerkovskiy,21,5,28.444444444444443,40.0,9,38,United States,0.0,0.0,1,US,1444,0.0,0.0,0.11950832852827614,0.013419623225953834
Nick Carter,Sharna Burgess,21,2,29.818181818181817,39.0,11,35,United States,0.0,0.0,1,US,1225,0.0,0.0,0.1460931683085522,0.008743670174944691
Hayes Grier,Emma Slater,21,8,27.214285714285715,32.0,7,15,United States,0.0,0.0,1,US,225,0.0,0.0,0.10015640080915011,0.0147968312794781
Bindi Irwin,Derek Hough,21,1,30.318181818181817,40.0,11,17,Australia,13.261538461538462,13.261538461538462,0,English_Speaking,289,2.657566295670218,2.657566295670218,0.14848356059854656,0.009894085777077436
Kim Zolciak-Biermann,Tony Dovolani,21,11,15.25,18.5,2,37,United States,1.8867924528301887,1.8867924528301887,1,US,1369,1.0601460078403135,1.0601460078403135,0.052422211820830344,0.0312687854577097
Paula Deen,Louis van Amstel,21,9,20.25,26.0,6,68,United States,0.0,0.0,1,US,4624,0.0,0.0,0.07170616108752974,0.014321968896384268
Mischa Barton,Artem Chigvintsev,22,11,16.333333333333332,18.0,3,30,England,12.541666666666666,12.541666666666666,0,English_Speaking,900,2.605771351981792,2.605771351981792,0.06856912510269464,0.018356313416178268
Kim Fields,Sasha Farber,22,8,24.428571428571427,32.0,7,46,United States,5.486111111111111,5.486111111111111,1,US,2116,1.869663138652842,1.869663138652842,0.09760237004630028,0.010115697836570542
Jodie Sweetin,Keo Motsepe,22,6,25.8125,35.0,8,34,United States,2.805555555555556,2.805555555555556,1,US,1156,1.336461987372015,1.336461987372015,0.10617260038689633,0.015266056085541288
Doug Flutie,Karina Smirnoff,22,9,21.333333333333332,28.0,6,53,United States,4.907692307692308,4.907692307692308,1,US,2809,1.7762552826920899,1.7762552826920899,0.0844584543021115,0.019474613820243618
Von Miller,Witney Carson,22,7,24.571428571428573,32.0,7,27,United States,6.676923076923077,6.676923076923077,1,US,729,2.0382188258558815,2.0382188258558815,0.09920990388565519,0.009974921573577114
Antonio Brown,Sharna Burgess,22,5,25.38888888888889,35.0,9,27,United States,0.0,0.0,1,US,729,0.0,0.0,0.1173463023844554,0.016688876731606142
Paige VanZant,Mark Ballas,22,2,27.76666,36.0,10,22,United States,10.66153846153846,10.66153846153846,1,US,484,2.4562961157467345,2.4562961157467345,0.14539667774918316,0.01211959518972174
Geraldo Rivera,Edyta Sliwinska,22,12,13.0,13.0,2,72,United States,0.0,0.0,1,US,5184,0.0,0.0,0.0548888158487183,0.04227354826645725
Nyle DiMarco,Peta Murgatroyd,22,1,27.84998,37.0,10,26,United States,2.7384615384615385,2.7384615384615385,1,US,676,1.3186741734449114,1.3186741734449114,0.14815897023183688,0.014136992650195851
Ginger Zee,Valentin Chmerkovskiy,22,3,27.083319999999997,36.0,10,35,United States,0.0,0.0,1,US,1225,0.0,0.0,0.14609105692488125,0.014456955131582891
Wanya Morris,Lindsay Arnold,22,4,27.5,35.0,9,42,United States,7.784615384615384,7.784615384615384,1,US,1764,2.173001939760373,2.173001939760373,0.12771849790662324,0.01067142468493329
Marla Maples,Tony Dovolani,22,10,22.5,28.0,4,52,United States,1.8867924528301887,1.8867924528301887,1,US,2704,1.0601460078403135,1.0601460078403135,0.08716182372105698,0.015735696759471725
Jake T. Austin,Jenna Johnson,23,13,23.0,24.0,2,21,United States,11.291666666666666,11.291666666666666,1,US,441,2.508921525991874,2.508921525991874,0.06401518570483244,0.024784470974207648
Maureen McCormick,Artem Chigvintsev,23,8,26.857142857142858,33.0,7,60,United States,12.541666666666666,12.541666666666666,1,US,3600,2.605771351981792,2.605771351981792,0.08889804831429755,0.016006818971377058
Marilu Henner,Derek Hough,23,6,28.333333333333332,36.0,9,64,United States,13.261538461538462,13.261538461538462,1,US,4096,2.657566295670218,2.657566295670218,0.10799359019185946,0.01094280577796839
Ryan Lochte,Cheryl Burke,23,7,26.0,33.0,8,32,United States,5.490566037735849,5.490566037735849,1,US,1024,1.8703497438212766,1.8703497438212766,0.09338803487602662,0.013169526551223474
Calvin Johnson Jr.,Lindsay Arnold,23,3,30.939372727272726,38.3331,11,30,United States,7.784615384615384,7.784615384615384,1,US,900,2.173001939760373,2.173001939760373,0.13193095773840743,0.011292045613022309
Laurie Hernandez,Valentin Chmerkovskiy,23,1,32.98483636363637,40.0,11,16,United States,0.0,0.0,1,US,256,0.0,0.0,0.14221859816819618,0.009247739602597246
Amber Rose,Maksim Chmerkoskiy,23,9,24.833333333333332,28.0,6,32,United States,0.0,0.0,1,US,1024,0.0,0.0,0.08459096994799448,0.012231445499730568
Rick Perry,Emma Slater,23,12,21.666666666666668,23.0,3,66,United States,0.0,0.0,1,US,4356,0.0,0.0,0.0662889514530825,0.016416467482115532
James Hinchcliffe,Sharna Burgess,23,2,32.772690909090905,38.9998,11,29,Canada,0.0,0.0,0,English_Speaking,841,0.0,0.0,0.14201710934759273,0.009302999653501237
Babyface,Allison Holker,23,11,24.75,30.0,4,57,United States,16.916666666666668,16.916666666666668,1,US,3249,2.8857313783396625,2.8857313783396625,0.0813743560224737,0.0156084751758493
Vanilla Ice,Witney Carson,23,10,24.25,26.0,4,48,United States,6.676923076923077,6.676923076923077,1,US,2304,2.0382188258558815,2.0382188258558815,0.07730834983269966,0.012843312873719676
Jana Kramer,Gleb Savchenko,23,4,30.90909090909091,40.0,11,32,United States,9.723076923076922,9.723076923076922,1,US,1024,2.372398140864887,2.372398140864887,0.13204332421532938,0.009740244871772582
Terra Jole,Sasha Farber,23,5,29.45,38.0,10,36,United States,5.486111111111111,5.486111111111111,1,US,1296,1.869663138652842,1.869663138652842,0.11591833180226088,0.011730410217413962
Charo,Keo Motsepe,24,11,23.333333333333332,25.0,3,66,Spain,2.805555555555556,2.805555555555556,0,Other,4356,1.336461987372015,1.336461987372015,0.07190867472603156,0.016672129808482167
Mr. T,Kym Herjavec,24,10,23.5,28.0,4,64,United States,6.476923076923077,6.476923076923077,1,US,4096,2.011821354004857,2.011821354004857,0.07234920889062688,0.01816283237129255
Heather Morris,Maksim Chmerkoskiy,24,8,32.833333333333336,37.0,6,30,United States,0.0,0.0,1,US,900,0.0,0.0,0.10195947648100108,0.009823600271182033
Nancy Kerrigan,Artem Chigvintsev,24,7,32.5,36.0,7,47,United States,12.541666666666666,12.541666666666666,1,US,2209,2.605771351981792,2.605771351981792,0.10780401176148217,0.010021873604850387
Bonner Bolton,Sharna Burgess,24,5,28.4375,32.0,8,29,United States,0.0,0.0,1,US,841,0.0,0.0,0.10956244827768015,0.015434055211901226
Simone Biles,Sasha Farber,24,4,35.166666666666664,40.0,9,20,United States,5.486111111111111,5.486111111111111,1,US,400,1.869663138652842,1.869663138652842,0.14053738484511802,0.009898395921576621
David Ross,Lindsay Arnold,24,2,31.28333,36.3333,10,40,United States,7.784615384615384,7.784615384615384,1,US,1600,2.173001939760373,2.173001939760373,0.15293834306692475,0.012945761852382758
