season,celebrity_name,avg_fan_vote_share,avg_judge_score,placement,weeks_survived,age,is_us,celeb_popularity,partner_popularity,bmi,dance_experience_score,industry_group,ballroom_partner,avg_social_media_popularity,avg_google_search_volume,age_squared
1,Evander Holyfield,0.11765734261280136,15.0,5,3,42,1,2.7777777777777777,0.0,20.6,1.8,Athlete,Edyta Sliwinska,-2.152459342426328,12.533333333333333,1764
1,Joey McIntyre,0.224447039270364,21.1,3,5,32,1,7.25,2.7777777777777777,18.0,3.5,Singer,Ashly DelGrosso,-0.7076991442560895,67.67999999999999,1024
1,John O'Hurley,0.3894544853557724,24.166666666666668,2,6,50,1,0.0,0.0,24.2,4.9,Actor,Charlotte Jorgensen,-0.10212918527552824,9.0,2500
1,Kelly Monaco,0.1945417120314331,21.333333333333332,1,6,29,1,20.83333333333333,0.0,25.2,7.1,Actor,Alec Mazo,-0.1502542714986533,22.516666666666666,841
1,Rachel Hunter,0.21450210600476108,23.75,4,4,35,0,24.75,0.0,19.3,2.1,Model,Jonathan Roberts,0.6867186823316007,43.45,1225
1,Trista Sutter,0.08140358373374935,18.5,6,2,32,1,2.7777777777777777,0.0,25.5,0.3,TV,Louis van Amstel,-2.6040190632747926,56.45,1024
2,Drew Lachey,0.3228477611819114,27.437475,1,8,29,1,9.547169811320757,5.490566037735849,24.0,8.6,Singer,Cheryl Burke,1.8471962122826293,28.875,841
2,George Hamilton,0.06714027528864436,21.666666666666668,5,6,66,1,10.716981132075473,5.490566037735849,24.3,3.2,Actor,Edyta Sliwinska,-1.3253151134820669,38.95,4356
2,Giselle Fernandez,0.1301466689331336,23.0,8,3,44,0,7.169811320754717,0.0,25.3,1.7,Other,Jonathan Roberts,-2.3194450739145998,30.266666666666666,1936
2,Jerry Rice,0.1637997028407046,22.520825000000002,2,8,43,1,27.0377358490566,1.8867924528301887,20.9,0.9,Athlete,Anna Trebunskaya,1.5415021416347081,111.9,1849
2,Kenny Mayne,0.0183310958965449,13.0,10,1,46,1,4.509433962264151,1.8867924528301887,25.1,4.1,Other,Andrea Hale,-3.550398191700887,46.2,2116
2,Lisa Rinna,0.09922470887927645,24.071428571428573,4,7,42,1,28.32075471698113,0.0,25.0,6.0,Actor,Louis van Amstel,-0.8184781364130876,17.314285714285713,1764
2,Master P,0.038676808919085974,12.5,7,4,35,1,15.075471698113208,6.056603773584905,23.4,3.4,Singer,Ashly DelGrosso,-2.388076443680843,47.825,1225
2,Stacy Keibler,0.22110647155785718,27.520812499999998,3,8,26,1,38.943396226415096,1.8867924528301887,19.7,0.0,Athlete,Tony Dovolani,0.7837574642800671,48.612500000000004,676
2,Tatum O'Neal,0.1136366782383015,20.0,9,2,42,1,0.0,1.8867924528301887,21.0,2.1,Actor,Nick Kosovich,-2.6790467466267525,79.0,1764
2,Tia Carrere,0.08996044132410377,23.0,6,5,39,1,16.71698113207547,0.0,26.5,7.4,Actor,Maksim Chmerkoskiy,-1.0855766546743184,24.98,1521
3,Emmitt Smith,0.20866612258234873,25.76666,1,10,37,1,5.490566037735849,5.490566037735849,22.8,3.0,Athlete,Cheryl Burke,1.394329718137795,62.85,1369
3,Harry Hamlin,0.0880506235133744,20.0,9,3,54,1,6.769230769230769,2.7777777777777777,20.9,1.6,Actor,Ashly DelGrosso,-3.12453667539927,42.06666666666667,2916
3,Jerry Springer,0.12746534206987864,20.428571428571427,5,7,62,0,6.723076923076923,6.723076923076923,21.9,3.3,TV,Kym Johnson,-0.8280811454466503,58.971428571428575,3844
3,Joey Lawrence,0.17595794871688059,25.88888888888889,3,9,30,1,0.0,0.0,21.4,2.5,Actor,Edyta Sliwinska,0.5600187869431857,75.08888888888889,900
3,Mario Lopez,0.2191975793139452,26.866660000000003,2,10,32,1,4.907692307692308,4.907692307692308,23.7,1.7,Actor,Karina Smirnoff,1.1857961585205383,46.97,1024
3,Monique Coleman,0.15181676811048106,24.9375,4,8,25,1,9.446153846153846,0.0,22.2,2.6,Actor,Louis van Amstel,2.3804752200934356,86.3,625
3,Sara Evans,0.10505463915644156,21.0,6,5,35,1,1.8867924528301887,1.8867924528301887,18.9,8.2,Singer,Tony Dovolani,-1.6662183714520473,59.239999999999995,1225
3,Shanna Moakler,0.08175101382999361,20.0,10,2,31,1,0.0,0.0,18.8,2.1,Model,Jesse DeSoto,-3.260405978697771,14.55,961
3,Tucker Carlson,0.0566074446434523,12.0,11,1,37,1,0.0,0.0,21.7,1.7,TV,Elena Grinenko,-3.380772333187766,28.5,1369
3,Vivica A. Fox,0.1100419101071369,24.25,8,4,42,1,1.5384615384615383,1.8867924528301887,24.0,8.9,Actor,Nick Kosovich,-2.696292455080825,22.55,1764
3,Willa Ford,0.11624954483156325,24.4,7,5,25,1,0.0,0.0,23.4,6.4,Singer,Maksim Chmerkoskiy,-1.5365971754218877,42.239999999999995,625
4,Apolo Anton Ohno,0.1745896181420613,26.883319999999998,1,10,24,1,14.6,14.6,20.2,2.3,Athlete,Julianne Hough,2.5452932231010834,35.0,576
4,Billy Ray Cyrus,0.10908238216282537,19.0,5,8,45,1,4.907692307692308,4.907692307692308,22.3,0.3,Singer,Karina Smirnoff,0.28673709729758995,7.6,2025
4,Clyde Drexler,0.09360381142637753,15.6,8,5,44,1,0.0,0.0,19.3,3.3,Athlete,Elena Grinenko,-2.3575291545264925,49.38,1936
4,Heather Mills,0.10507539613198998,22.166666666666668,7,6,39,0,0.0,0.0,20.1,2.3,Model,Jonathan Roberts,-0.8111456997583311,21.066666666666666,1521
4,Ian Ziering,0.14444156997590382,24.27777777777778,4,9,42,1,5.490566037735849,5.490566037735849,22.9,2.6,Actor,Cheryl Burke,3.1279000766688534,24.455555555555556,1764
4,Joey Fatone,0.17704925550193212,26.76665,2,10,30,1,6.723076923076923,6.723076923076923,22.5,6.5,Singer,Kym Johnson,1.48851686572289,55.33,900
4,John Ratzenberger,0.10290728110401257,19.071428571428573,6,7,59,1,0.0,0.0,24.4,6.9,Actor,Edyta Sliwinska,-1.0976253894035586,99.98571428571428,3481
4,Laila Ali,0.17272763716615894,26.233320000000003,3,10,29,1,0.0,0.0,21.9,1.3,Athlete,Maksim Chmerkoskiy,0.6052926102969977,23.87,841
4,Leeza Gibbons,0.0841549232617453,19.0,9,4,50,1,1.8867924528301887,1.8867924528301887,23.9,2.4,TV,Tony Dovolani,-2.720803989788249,40.05,2500
4,Paulina Porizkova,0.08357111945853904,20.0,11,2,41,0,0.0,0.0,18.5,3.0,Model,Alec Mazo,-3.7994481470516925,105.9,1681
4,Shandi Finnessey,0.08703912373225393,20.0,10,3,28,1,4.2615384615384615,4.2615384615384615,21.9,3.7,Other,Brian Fortuna,-2.6404723373576076,30.53333333333333,784
5,Albert Reed,0.07482135576457954,21.0,11,2,22,1,1.8867924528301887,1.8867924528301887,21.8,0.6,Model,Anna Trebunskaya,-3.8490276110354436,15.0,484
5,Cameron Mathison,0.12295687359860988,24.25,5,8,38,0,0.0,0.0,23.0,4.9,Actor,Edyta Sliwinska,-0.4567975338174288,37.8,1444
5,Floyd Mayweather Jr. ,0.08218312589017818,20.75,9,4,30,1,4.907692307692308,4.907692307692308,18.5,4.3,Athlete,Karina Smirnoff,-3.043033083613161,17.575,900
5,Helio Castroneves,0.16745324265676992,26.649990000000003,1,10,32,0,14.6,14.6,22.6,0.5,Other,Julianne Hough,1.575604145877824,15.26,1024
5,Jane Seymour,0.1214010354469689,24.428571428571427,6,7,56,0,1.8867924528301887,1.8867924528301887,26.8,4.4,Actor,Tony Dovolani,-0.9981510637381729,54.457142857142856,3136
5,Jennie Garth,0.13825614692314056,25.27777777777778,4,9,35,1,13.261538461538462,13.261538461538462,23.9,5.9,Actor,Derek Hough,0.5673225620296267,12.933333333333334,1225
5,Josie Maran,0.0622560932911165,16.0,12,1,29,1,0.0,0.0,24.4,0.0,Model,Alec Mazo,-4.423541143080175,57.5,841
5,Marie Osmond,0.15657730846474407,24.25,3,10,47,1,0.0,0.0,23.9,9.2,Singer,Jonathan Roberts,0.5534943850927989,52.23,2209
5,Mark Cuban,0.09148963437903315,20.4,8,5,49,1,6.723076923076923,6.723076923076923,21.9,4.4,TV,Kym Johnson,-2.298467890385384,50.38,2401
5,Mel B,0.1702642642795901,27.23332,2,10,32,0,0.0,0.0,23.1,6.3,Singer,Maksim Chmerkoskiy,1.889218920999839,75.72999999999999,1024
5,Sabrina Bryan,0.12040166408720222,27.0,7,6,23,1,10.66153846153846,10.66153846153846,23.9,5.3,Actor,Mark Ballas,-1.8232940082227769,72.85000000000001,529
5,Wayne Newton,0.08626494065455441,17.333333333333332,10,3,65,1,5.490566037735849,5.490566037735849,21.6,7.8,Singer,Cheryl Burke,-3.6391235062839633,50.666666666666664,4225
6,Adam Carolla,0.07382062764034941,18.5,9,4,43,1,14.6,14.6,18.4,2.3,Other,Julianne Hough,-2.88747541547123,13.4,1849
6,Cristian de la Fuente,0.15782589087334556,24.75,3,10,34,0,5.490566037735849,5.490566037735849,24.4,4.2,Actor,Cheryl Burke,0.8767443197001888,78.15,1156
6,Jason Taylor,0.1641111842427303,26.15,2,10,33,1,0.0,0.0,20.0,2.4,Athlete,Edyta Sliwinska,1.5252047959847428,14.63,1089
6,Kristi Yamaguchi,0.1791988237692424,28.2,1,10,36,1,10.66153846153846,10.66153846153846,20.5,1.5,Athlete,Mark Ballas,1.8356613890897713,92.46000000000001,1296
6,Mario,0.13192483821221737,25.25,5,8,21,1,4.907692307692308,4.907692307692308,23.6,9.1,Singer,Karina Smirnoff,-0.2252525109077561,25.05,441
6,Marissa Jaret Winokur,0.13199851210919505,23.22222222222222,4,9,35,1,1.8867924528301887,1.8867924528301887,24.6,5.1,Actor,Tony Dovolani,0.5649043288292965,20.41111111111111,1225
6,Marlee Matlin,0.10591044960121619,22.333333333333332,7,6,42,1,2.953846153846154,2.953846153846154,20.3,5.0,Actor,Fabian Sanchez,-1.4643413947385004,3.1,1764
6,Monica Seles,0.06290310541440534,15.0,11,2,34,0,0.0,0.0,22.5,0.2,Athlete,Jonathan Roberts,-3.7426660225924726,33.0,1156
6,Penn Jillette,0.0610696673883922,16.5,12,2,53,1,6.723076923076923,6.723076923076923,23.4,2.9,Other,Kym Johnson,-4.398216965086008,24.8,2809
6,Priscilla Presley,0.10507459972484748,22.8,8,5,62,1,0.0,0.0,20.2,5.6,Actor,Louis van Amstel,-2.4489505436344556,58.839999999999996,3844
6,Shannon Elizabeth,0.1150166909349379,24.214285714285715,6,7,34,1,13.261538461538462,13.261538461538462,24.2,3.5,Actor,Derek Hough,-1.2876739626937528,32.44285714285714,1156
6,Steve Guttenberg,0.0786917025077427,18.333333333333332,10,3,49,1,1.8867924528301887,1.8867924528301887,22.9,4.2,Actor,Anna Trebunskaya,-3.054171466089432,27.7,2401
7,Brooke Burke,0.18102775548272898,26.95,1,10,37,1,13.261538461538462,13.261538461538462,21.2,1.7,TV,Derek Hough,1.335982875345037,14.169999999999998,1369
7,Cloris Leachman,0.09746431261371831,17.5,7,6,82,1,13.246153846153844,13.246153846153844,22.5,5.1,Actor,Corky Ballas,-1.4260437114804747,65.33333333333333,6724
7,Cody Linley,0.1390112681070893,22.833333333333332,4,9,18,1,14.6,14.6,23.6,7.2,Actor,Julianne Hough,0.5621376411906968,93.51111111111112,324
7,Jeffrey Ross,0.0476109888032036,12.0,13,1,43,1,0.0,0.0,25.5,5.8,Comedian,Edyta Sliwinska,-4.712303140787941,22.6,1849
7,Kim Kardashian,0.0735433665986069,17.75,11,2,27,1,10.66153846153846,10.66153846153846,20.7,3.2,TV,Mark Ballas,-3.989673605037998,43.349999999999994,729
7,Lance Bass,0.16336220396671708,24.35,3,10,29,1,21.15384615384616,21.15384615384616,24.3,9.7,Singer,Lacey Schwimmer,2.06149693264011,45.55,841
7,Maurice Greene,0.12367614759375098,22.4375,5,8,34,1,5.490566037735849,5.490566037735849,19.2,0.7,Athlete,Cheryl Burke,-0.26447251987925585,46.1625,1156
7,Misty May-Treanor,0.0887542022337743,21.0,10,2,31,1,0.0,0.0,18.8,3.1,Athlete,Maksim Chmerkoskiy,-2.5302660222461073,43.0,961
7,Rocco DiSpirito,0.08436272186087115,17.875,9,4,41,1,4.907692307692308,4.907692307692308,18.0,4.7,TV,Karina Smirnoff,-1.7120909401301145,26.1,1681
7,Susan Lucci,0.11091853977570554,21.928571428571427,6,7,61,1,1.8867924528301887,1.8867924528301887,22.6,1.4,Actor,Tony Dovolani,-1.2304611649558925,7.214285714285714,3721
7,Ted McGinley,0.0634887257811886,18.5,12,1,50,1,3.661538461538461,3.661538461538461,25.6,1.3,Actor,Inna Brayer,-4.010022544246069,40.3,2500
7,Toni Braxton,0.10736025688002834,22.3,8,5,40,1,0.0,0.0,25.6,4.7,Singer,Alec Mazo,-1.2557671920485107,83.02000000000001,1600
7,Warren Sapp,0.16444271335866956,24.25,2,10,35,1,6.723076923076923,6.723076923076923,19.3,0.8,Athlete,Kym Johnson,1.57870958186887,5.33,1225
8,Belinda Carlisle,0.0635988124150412,17.5,13,2,50,1,0.0,0.0,25.9,5.5,Singer,Jonathan Roberts,-4.284077292509125,21.85,2500
8,Chuck Wicks,0.10672128236134815,22.9375,6,8,29,1,14.6,14.6,25.6,8.3,Singer,Julianne Hough,0.13408178954458538,41.8625,841
8,David Alan Grier,0.0813655632438245,20.8,9,5,52,1,6.723076923076923,6.723076923076923,24.4,3.3,Actor,Kym Johnson,-2.6371994065846756,69.5,2704
8,Denise Richards,0.06783073143854806,18.333333333333332,12,3,38,1,0.0,0.0,27.8,4.7,Actor,Maksim Chmerkoskiy,-4.211244884023097,44.300000000000004,1444
8,Gilles Marini,0.16887282201098638,27.681818181818183,2,11,33,0,5.490566037735849,5.490566037735849,24.8,3.4,Actor,Cheryl Burke,1.7869737198407152,66.06363636363636,1089
8,Holly Madison,0.07021097870174385,17.25,11,4,30,1,5.319444444444445,5.319444444444445,20.4,3.0,TV,Dmitry Chaplin,-3.680105170179663,43.675,900
8,Lawrence Taylor,0.0867222972551815,19.714285714285715,7,7,50,1,0.0,0.0,19.4,2.1,Athlete,Edyta Sliwinska,-1.30187059443084,55.08571428571429,2500
8,Lil' Kim,0.1260428572511609,25.555555555555557,5,9,34,1,13.261538461538462,13.261538461538462,22.2,1.9,Singer,Derek Hough,0.19782251292185682,60.91111111111112,1156
8,Melissa Rycroft,0.16280668489020741,26.681818181818183,3,11,26,1,1.8867924528301887,1.8867924528301887,24.7,1.9,TV,Tony Dovolani,0.9399086329264512,63.8,676
8,Shawn Johnson,0.1609850018191182,26.454545454545453,1,11,17,1,10.66153846153846,10.66153846153846,21.3,4.1,Athlete,Mark Ballas,2.5213019450193994,59.17272727272727,289
8,Steve Wozniak,0.06744784783129598,13.0,10,4,58,1,4.907692307692308,4.907692307692308,22.2,2.6,Other,Karina Smirnoff,-2.477864838729319,17.875,3364
8,Steve-O,0.08413665266604599,15.833333333333334,8,6,34,0,21.15384615384616,21.15384615384616,25.4,2.3,TV,Lacey Schwimmer,-1.6316777482543958,47.03333333333333,1156
8,Ty Murray,0.11925054916457759,21.8,4,10,39,1,12.194444444444445,12.194444444444445,20.6,0.0,Athlete,Chelsie Hightower,0.32218252391223307,65.49,1521
9,Aaron Carter,0.11278989210336304,25.812462500000002,5,8,21,1,4.907692307692308,4.907692307692308,21.6,3.6,Singer,Karina Smirnoff,-0.21282255858327898,77.85,441
9,Ashley Hamiliton,0.0519598658686016,18.9999,16,1,34,1,0.0,0.0,21.9,3.2,Actor,Edyta Sliwinska,-5.537782506828618,27.5,1156
9,Chuck Liddell,0.061970956434317825,18.75,11,4,39,1,1.8867924528301887,1.8867924528301887,21.2,1.7,Athlete,Anna Trebunskaya,-3.6822993588857935,4.574999999999999,1521
9,Debi Mazar,0.05739360040327993,20.0,12,3,45,1,0.0,0.0,20.9,7.4,Actor,Maksim Chmerkoskiy,-4.008611064813945,36.266666666666666,2025
9,Donny Osmond,0.15119634650302777,26.46662,1,10,51,1,6.723076923076923,6.723076923076923,20.0,1.9,Singer,Kym Johnson,1.3905925920020246,16.35,2601
9,Joanna Krupa,0.13216608414702,27.055533333333333,4,9,30,0,13.261538461538462,13.261538461538462,20.7,3.7,Model,Derek Hough,0.2933658722065171,7.51111111111111,900
9,Kathy Ireland,0.05336517531788195,18.99995,14,2,46,1,1.8867924528301887,1.8867924528301887,21.2,1.7,Model,Tony Dovolani,-4.880706240246662,14.600000000000001,2116
9,Kelly Osbourne,0.14139192595871758,24.47216,3,10,24,0,0.0,0.0,22.1,3.1,TV,Louis van Amstel,0.31620945680134926,60.25,576
9,Louie Vito,0.07845850731832256,21.333299999999998,8,6,21,1,12.194444444444445,12.194444444444445,21.4,0.0,Athlete,Chelsie Hightower,-2.1582146674855682,83.86666666666666,441
9,Macy Gray,0.0519598658666616,18.9999,15,1,42,1,0.0,0.0,19.7,8.3,Singer,Jonathan Roberts,-5.442496341357704,44.7,1764
9,Mark Dacascos,0.09458128435201775,24.214257142857143,6,7,45,1,21.15384615384616,21.15384615384616,25.6,5.5,Actor,Lacey Schwimmer,-1.1775137648414467,12.0,2025
9,Melissa Joan Hart,0.0789542249960756,22.833316666666665,9,6,33,1,10.66153846153846,10.66153846153846,25.3,5.3,Actor,Mark Ballas,-2.049049731666704,108.61666666666667,1089
9,Michael Irvin,0.08214795155233125,19.357114285714285,7,7,43,1,5.476923076923077,5.476923076923077,22.3,2.2,Athlete,Anna Demidova,-0.9260796521209127,81.45714285714287,1849
9,Mya,0.1592097524664689,28.433299999999996,2,10,29,1,5.319444444444445,5.319444444444445,23.0,5.8,Singer,Dmitry Chaplin,1.4565733404557601,74.32000000000001,841
9,Natalie Coughlin,0.08144911244389458,23.999959999999998,10,5,27,1,0.0,0.0,22.1,0.0,Athlete,Alec Mazo,-3.1555214320358744,17.7,729
9,Tom DeLay,0.056888179937775805,17.666633333333333,13,3,62,1,5.490566037735849,5.490566037735849,21.5,0.4,Other,Cheryl Burke,-4.430460369584467,63.833333333333336,3844
10,Aiden Turner,0.0809646729452351,17.625,9,4,32,0,0.0,0.0,20.4,2.9,Actor,Edyta Sliwinska,-2.7551146193900133,30.75,1024
10,Buzz Aldrin,0.08142724432287346,13.0,10,3,80,1,2.7777777777777777,2.7777777777777777,18.0,2.3,Other,Ashly DelGrosso,-3.5191276324043312,20.46666666666667,6400
10,Chad Ochocinco,0.13022486325758637,22.166655555555554,4,9,32,1,5.490566037735849,5.490566037735849,20.0,3.3,Athlete,Cheryl Burke,0.006513091741892938,48.91111111111111,1024
10,Erin Andrews,0.16380110301548453,24.94998,3,10,32,1,0.0,0.0,23.4,3.2,Other,Maksim Chmerkoskiy,1.063506685001795,43.12,1024
10,Evan Lysacek,0.17472864858561643,26.288869999999996,2,10,24,1,1.8867924528301887,1.8867924528301887,19.7,0.9,Athlete,Anna Trebunskaya,1.015592563520429,44.67,576
10,Jake Pavelka,0.1084285079034107,21.333316666666665,7,6,32,1,12.194444444444445,12.194444444444445,25.3,0.8,TV,Chelsie Hightower,-1.3682704681670002,27.616666666666664,1024
10,Kate Gosselin,0.08414925577306027,15.4,8,5,35,1,1.8867924528301887,1.8867924528301887,22.2,2.2,TV,Tony Dovolani,-2.4693210161615524,79.85999999999999,1225
10,Nicole Scherzinger,0.18644593883713045,28.07776,1,10,31,1,13.261538461538462,13.261538461538462,19.0,3.5,Singer,Derek Hough,1.2191284050496414,70.9,961
10,Niecy Nash,0.11886813086003897,20.999975,5,8,40,1,0.0,0.0,22.5,3.3,Actor,Louis van Amstel,-0.6910760670495344,89.95,1600
10,Pamela Anderson,0.12094537560507537,23.428542857142855,6,7,42,0,6.492307692307692,6.492307692307692,21.0,2.1,Model,Damian Whitewood,-1.3552376141095206,37.371428571428574,1764
10,Shannen Doherty,0.07059944957412001,19.0,11,2,38,1,10.66153846153846,10.66153846153846,22.3,3.9,Actor,Mark Ballas,-3.5295705846107497,48.25,1444
11,Audrina Patridge,0.1077709294966709,24.333299999999998,7,6,25,1,1.8867924528301887,1.8867924528301887,22.5,2.9,TV,Tony Dovolani,-1.5408750645339475,64.6,625
11,Brandy,0.1528439674325962,27.6111,4,9,31,1,0.0,0.0,21.0,3.5,Singer,Maksim Chmerkoskiy,0.15765192852881627,53.12222222222223,961
11,Bristol Palin,0.1545306034918385,22.91664,3,10,19,1,10.66153846153846,10.66153846153846,20.5,3.2,TV,Mark Ballas,2.8853141449952213,55.19,361
11,David Hasselhoff,0.066080372143502,15.0,12,1,58,1,6.723076923076923,6.723076923076923,21.8,3.7,Actor,Kym Johnson,-4.002319414514879,32.8,3364
11,Florence Henderson,0.09067059588325306,19.1,8,5,76,1,13.246153846153844,13.246153846153844,22.4,4.3,Actor,Corky Ballas,-2.2477521631178545,55.86,5776
11,Jennifer Grey,0.17587871592089663,27.9,1,10,50,1,13.261538461538462,13.261538461538462,24.6,1.3,Actor,Derek Hough,3.0444159367611574,28.76,2500
11,Kurt Warner,0.12818985003598238,23.1249875,5,8,39,1,1.8867924528301887,1.8867924528301887,23.3,2.3,Athlete,Anna Trebunskaya,-0.42210468726610356,47.2,1521
11,Kyle Massey,0.16157366523544892,25.58331,2,10,19,1,21.15384615384616,21.15384615384616,25.9,4.6,Actor,Lacey Schwimmer,1.4358841343383184,22.44,361
11,Margaret Cho,0.07357801203878643,17.0,10,3,41,1,0.0,0.0,23.5,4.2,Comedian,Louis van Amstel,-3.618526236772443,28.133333333333336,1681
11,Michael Bolton,0.0694491534525167,14.0,11,2,57,1,12.194444444444445,12.194444444444445,23.1,4.7,Singer,Chelsie Hightower,-3.408758858494755,15.049999999999999,3249
11,Rick Fox,0.1204464542780411,25.0,6,7,41,0,5.490566037735849,5.490566037735849,19.5,1.7,Athlete,Cheryl Burke,1.9385949680444694,46.15714285714286,1681
11,The Situation,0.07755979870736475,16.75,9,4,28,1,4.907692307692308,4.907692307692308,24.2,0.0,TV,Karina Smirnoff,-2.9227470850725563,46.575,784
12,Chelsea Kane,0.17023402794680798,26.76666,3,10,22,1,10.66153846153846,10.66153846153846,19.8,4.3,Actor,Mark Ballas,0.7414941978255901,81.58,484
12,Chris Jericho,0.11042449925641602,22.333333333333332,7,6,40,1,5.490566037735849,5.490566037735849,18.0,0.5,Athlete,Cheryl Burke,-0.8396834096567413,18.483333333333334,1600
12,Hines Ward,0.1702506328285422,26.76666,1,10,35,0,6.723076923076923,6.723076923076923,20.4,0.0,Athlete,Kym Johnson,1.6600015746599268,11.25,1225
12,Kendra Wilkinson,0.1126011191644249,22.214285714285715,6,7,25,1,0.0,0.0,24.2,2.1,TV,Louis van Amstel,-1.4346670367165544,28.457142857142856,625
12,Kirstie Alley,0.16073783936399472,24.64999,2,10,60,1,0.0,0.0,21.1,5.4,Actor,Maksim Chmerkoskiy,1.866350772509465,50.95,3600
12,Mike Catherwood,0.0654527453089791,15.0,11,2,32,1,21.15384615384616,21.15384615384616,21.9,2.2,Other,Lacey Schwimmer,-4.04959806224234,68.6,1024
12,Petra Nemcova,0.09988404566467006,21.2,8,5,31,0,5.319444444444445,5.319444444444445,19.5,2.7,Model,Dmitry Chaplin,-1.8223106880386688,21.880000000000003,961
12,Ralph Macchio,0.14792213981071076,24.11111111111111,4,9,49,1,4.907692307692308,4.907692307692308,24.2,3.1,Actor,Karina Smirnoff,0.07990735021493567,57.15555555555555,2401
12,Romeo,0.1272626891271344,24.375,5,8,21,1,12.194444444444445,12.194444444444445,24.8,9.6,Singer,Chelsie Hightower,-0.44559248291202097,68.1,441
12,Sugar Ray Leonard,0.0859864593107364,18.75,9,4,54,1,1.8867924528301887,1.8867924528301887,21.6,0.4,Athlete,Anna Trebunskaya,-3.0715629134638034,51.5,2916
12,Wendy Williams,0.0711159471397839,15.333333333333334,10,3,46,1,1.8867924528301887,1.8867924528301887,24.9,2.1,TV,Tony Dovolani,-3.0819367721991706,21.400000000000002,2116
13,Carson Kressley,0.09562119095561944,19.4,8,5,41,1,1.8867924528301887,1.8867924528301887,22.4,3.5,TV,Anna Trebunskaya,-2.1694995835006083,40.38,1681
13,Chaz Bono,0.10532714499314709,18.833333333333332,7,6,42,1,21.15384615384616,21.15384615384616,23.1,1.7,TV,Lacey Schwimmer,-1.0354657503826432,83.26666666666667,1764
13,Chynna Phillips,0.10483207639591464,22.5,9,4,43,1,1.8867924528301887,1.8867924528301887,19.8,7.0,Singer,Tony Dovolani,-3.1449969918555754,45.0,1849
13,David Arquette,0.11197538796036041,22.071428571428573,6,7,40,1,6.723076923076923,6.723076923076923,20.3,6.2,Actor,Kym Johnson,-1.2943366005218642,104.65714285714286,1600
